Filename,Detected Objects
Hastings_entertainment_store_and_a_tsc___formerly.png,scoreboard (0.97)
The_childernes_musem_first_floor_used_to_be_a_morg.png,"prison, prison house (0.17), bannister, banister, balustrade, balusters, handrail (0.14), palace (0.11), maze, labyrinth (0.06), cinema, movie theater, movie theatre, movie house, picture palace (0.03)"
people_walking_in_the_mansion_and_items_disappeari.png,"jigsaw puzzle (0.30), tray (0.15), slot, one-armed bandit (0.11), comic book (0.05), prayer rug, prayer mat (0.03)"
Believed_to_be_haunted_by_a_girl_possibly_named_Al.png,"carpenter's kit, tool kit (0.19), mailbag, postbag (0.08), backpack, back pack, knapsack, packsack, rucksack, haversack (0.06), slot, one-armed bandit (0.03), palace (0.02)"
The_subdivision_was_built_in_the_late_90_s_on_top.png,"boathouse (0.62), lakeside, lakeshore (0.11), church, church building (0.07), mobile home, manufactured home (0.02)"
The_Bell_Tower___is_haunted__An_apparition_with_a.png,"vault (0.27), fire screen, fireguard (0.09), altar (0.08), bell cote, bell cot (0.06), monastery (0.05)"
A_lot_of_people_might_not_know_this__but_this_elem.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.45), fire engine, fire truck (0.05), traffic light, traffic signal, stoplight (0.02), prison, prison house (0.02)"
no_known_denomination__It_has_two_stories__but_onl.png,"buckle (0.30), ocarina, sweet potato (0.06), tray (0.05), slot, one-armed bandit (0.05), bolo tie, bolo, bola tie, bola (0.03)"
Library___back_when_Truman_University_was_Northeas.png,library (0.89)
The_second_bridge_on_Old_94_highway_is_hard_to_fin.png,"viaduct (0.64), pier (0.17), dam, dike, dyke (0.03), steel arch bridge (0.02)"
has_footsteps_that_can_be_heard__During_refurbishi.png,"prayer rug, prayer mat (0.19), church, church building (0.13), theater curtain, theatre curtain (0.08), palace (0.08), cinema, movie theater, movie theatre, movie house, picture palace (0.06)"
witnesses_say_they_seen_sighting_of_LITTLE_GREEN_M.png,"wallet, billfold, notecase, pocketbook (0.72), doormat, welcome mat (0.08), buckle (0.08)"
June_2008_Removed___Hoax.png,"picket fence, paling (0.50), church, church building (0.13), palace (0.08), beacon, lighthouse, beacon light, pharos (0.03), boathouse (0.02)"
Witnesses_have_reported_something_jumping_on_them.png,"scoreboard (0.45), street sign (0.28), barn (0.02)"
The_Jenkin_and_Barbara_David_Theater____on_the_Par.png,scoreboard (0.92)
Supposedly__a_long_time_ago__black_women_were_hung.png,"scoreboard (0.16), boathouse (0.14), cinema, movie theater, movie theatre, movie house, picture palace (0.11), church, church building (0.03), barn (0.03)"
Curtis_Mansion___When_Miami_was_a_growing_city_thi.png,"palace (0.81), monastery (0.04)"
The_resident_ghosts__Lola__has_been_seen_walking_a.png,"book jacket, dust cover, dust jacket, dust wrapper (0.34), comic book (0.29), jersey, T-shirt, tee shirt (0.03)"
The_3rd_floor_has_a_wandering_spirit_that_roams_an.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.93)"
There_was_a_guy_that_died_in_a_house_nearby_and_in.png,"palace (0.50), boathouse (0.09), mobile home, manufactured home (0.06), picket fence, paling (0.02), church, church building (0.02)"
A_four_year_old_girl_was_supposedly_killed_here__S.png,"slot, one-armed bandit (0.59), comic book (0.17), scoreboard (0.08)"
The_old_Union_Trust_building__now_First_Union__on.png,"palace (0.65), thatch, thatched roof (0.03), castle (0.02)"
there_is_an_old_abandon_house_that_is_out_on_an_ol.png,"beacon, lighthouse, beacon light, pharos (0.80), boathouse (0.04), birdhouse (0.03)"
A_stretch_of_old_highway_on_the_outskirts_of_Jeffe.png,"rapeseed (0.39), alp (0.09), lakeside, lakeshore (0.05), valley, vale (0.04), car mirror (0.03)"
At_the_sight_of_the_old_hospital_housing_there_is.png,"pole (0.09), worm fence, snake fence, snake-rail fence, Virginia fence (0.08), street sign (0.08), shopping cart (0.07), traffic light, traffic signal, stoplight (0.03)"
The_Little_Girl___Some_time_ago_a_little_girl_died.png,"comic book (0.50), binder, ring-binder (0.11), book jacket, dust cover, dust jacket, dust wrapper (0.03), slot, one-armed bandit (0.03), tray (0.03)"
Back_in_the_1950_s_there_were_two_cars_that_hit_he.png,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.49), cab, hack, taxi, taxicab (0.22), grille, radiator grille (0.02)"
An_old_teacher_who_was_accused_of_abusing_children.png,"comic book (0.35), book jacket, dust cover, dust jacket, dust wrapper (0.30), binder, ring-binder (0.17)"
a_girl_hung_her_self_in_the_bathroom_said_to_be_ha.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
There_is_a_ghost_of_a_young_boy_that_haunts_the_Br.png,"grille, radiator grille (0.87), toaster (0.04), harmonica, mouth organ, harp, mouth harp (0.02)"
one_particular_chair_was_always_in_the_same_spot_n.png,"folding chair (0.25), rocking chair, rocker (0.18), patio, terrace (0.05), window screen (0.04), fire screen, fireguard (0.04)"
They_say_a_women_drowned_in_the_lake_and_every_nig.png,boathouse (0.83)
around_10_30_some_say_they_see_a_little_girl_walki.png,"crutch (0.33), prison, prison house (0.21), turnstile (0.06), guillotine (0.06), streetcar, tram, tramcar, trolley, trolley car (0.04)"
A_woman_was_murdered_on_this_bridge__Her_ghost_sti.png,"steel arch bridge (0.21), planetarium (0.11), paddlewheel, paddle wheel (0.04), pier (0.02), bannister, banister, balustrade, balusters, handrail (0.02)"
Back_in_the_1970_s_a_girl_was_raped_in_the_girl_s.png,"book jacket, dust cover, dust jacket, dust wrapper (0.36), tobacco shop, tobacconist shop, tobacconist (0.09), comic book (0.06), scoreboard (0.05), street sign (0.04)"
can_see_civil_war_solider_in_door_way__It_was_the.png,"street sign (0.47), padlock (0.06), chainlink fence (0.03), freight car (0.02), mailbox, letter box (0.02)"
This_is_an_old_plantation_that_recently_burnt_down.png,"boathouse (0.67), palace (0.05), mobile home, manufactured home (0.03), lakeside, lakeshore (0.02), library (0.02)"
a_woman_was_murdered_by_a_janitor_back_in_the_80_s.png,"web site, website, internet site, site (0.55), slot, one-armed bandit (0.15), comic book (0.15)"
A_long_time_ago_a_man_was_working_for_a_railroad_c.png,"book jacket, dust cover, dust jacket, dust wrapper (0.30), packet (0.17), carton (0.13), comic book (0.05), crate (0.02)"
the_ghost_of_the_man_who_created_the_hospital__sam.png,"comic book (0.47), book jacket, dust cover, dust jacket, dust wrapper (0.28), packet (0.02)"
Such_notorious_characters_as_Wild_Bill_Hickock__Ca.png,"comic book (0.09), book jacket, dust cover, dust jacket, dust wrapper (0.09), street sign (0.08), moving van (0.05), wallet, billfold, notecase, pocketbook (0.04)"
Around_mile_marker_15_there_is_said_to_be_the_ghos.png,street sign (0.93)
LP_Dorm___A_foreign_exchange_student_reported_bein.png,"cassette (0.92), web site, website, internet site, site (0.03)"
At_the_end_of_a_dead_end_road_there_lies_a_histori.png,"mobile home, manufactured home (0.20), boathouse (0.13), scoreboard (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.05), planetarium (0.03)"
Eye_witness_reports_of_an_apparition_of_a_beautifu.png,"electric guitar (0.27), rule, ruler (0.09), acoustic guitar (0.06), fire screen, fireguard (0.04), pick, plectrum, plectron (0.03)"
On_a_hill_above_the_Mt_Crest_Church_of_God_there_i.png,"church, church building (0.88), bell cote, bell cot (0.02)"
There_are_many_locations_in_the__forest__as_it_is.png,"web site, website, internet site, site (0.30), book jacket, dust cover, dust jacket, dust wrapper (0.12), comic book (0.08), scoreboard (0.08), television, television system (0.02)"
Main_Street___Reports_of_strange_thing_happening_t.png,"boathouse (0.32), church, church building (0.11), picket fence, paling (0.07), mobile home, manufactured home (0.07), library (0.07)"
Traveling_slowly_down_Greenbriar_Road_late_at_nigh.png,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.13), wing (0.04), minivan (0.04), tow truck, tow car, wrecker (0.03), car mirror (0.03)"
Lately_people_been_seeing_strange_figures_in_the_w.png,"switch, electric switch, electrical switch (0.16), projectile, missile (0.05), missile (0.04), traffic light, traffic signal, stoplight (0.04), warplane, military plane (0.03)"
This_church_is_haunted_by_The_Sioux_Indians__Many.png,"church, church building (0.96)"
employees_report_a_man_walks_around_plant_reported.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
is_haunted_as_well__by_the_ghosts_of_The_major_and.png,"monastery (0.72), palace (0.04), prison, prison house (0.04)"
the_old_building_that_s_not_reconstructed_has_been.png,"triumphal arch (0.39), palace (0.24), library (0.17)"
There_is_a_bridge_over_the_river_over_on_a_road_th.png,"pier (0.84), steel arch bridge (0.06)"
cold_spots_and_apparitions_experienced_.png,"palace (0.80), cinema, movie theater, movie theatre, movie house, picture palace (0.03), prison, prison house (0.02)"
People_have_reported_hearing_the_sounds_of_childre.png,"prison, prison house (0.33), shoji (0.12), window shade (0.05), four-poster (0.04), palace (0.02)"
This_campus_is_haunted_by_the_spirit_of_Mary_Sible.png,"prison, prison house (0.22), library (0.12), bannister, banister, balustrade, balusters, handrail (0.07), picket fence, paling (0.05), cinema, movie theater, movie theatre, movie house, picture palace (0.05)"
